id,tier,english,spanish,tier_preserved,semantic_issue,humor_issue,decision
Hint::RHT_OCARINA_C_LEFT_BUTTON::790,CLEAR,an Ocarina C Left Button,un Botón C Izquierda de Ocarina,YES,NONE,NONE,PASS
Hint::RHT_OCARINA_C_LEFT_BUTTON::791,CLEAR,something melodic,algo melódico,YES,NONE,NONE,PASS
Hint::RHT_OCARINA_C_LEFT_BUTTON::792,CLEAR,a leftward tone,un tono hacia la izquierda,YES,NONE,NONE,PASS
Hint::RHT_OCARINA_C_RIGHT_BUTTON::793,CLEAR,an Ocarina C Right Button,un Botón C Derecha de Ocarina,YES,NONE,NONE,PASS
Hint::RHT_OCARINA_C_RIGHT_BUTTON::794,CLEAR,something melodic,algo melódico,YES,NONE,NONE,PASS
Hint::RHT_OCARINA_C_RIGHT_BUTTON::795,CLEAR,a rightward tone,un tono hacia la derecha,YES,NONE,NONE,PASS
Hint::RHT_FISHING_POLE::796,CLEAR,a fishing pole,una caña de pescar,YES,NONE,NONE,PASS
Hint::RHT_FISHING_POLE::797,CLEAR,the pond owner's property,la propiedad del dueño del estanque,YES,NONE,NONE,PASS
Hint::RHT_FISHING_POLE::798,CLEAR,a fish-puller,un sacapesces,YES,NONE,NONE,PASS
Hint::RHT_BOMBCHU_BAG::799,CLEAR,a Bombchu Bag,una Bolsa de Bombchus,YES,NONE,NONE,PASS
Hint::RHT_BOMBCHU_BAG::800,CLEAR,explosives,explosivos,YES,NONE,NONE,PASS
Hint::RHT_BOMBCHU_BAG::801,CLEAR,something that can remove boulders,algo que puede eliminar rocas,YES,NONE,NONE,PASS
Hint::RHT_BOMBCHU_BAG::802,CLEAR,sack of mice,saco de ratones,YES,NONE,NONE,PASS
Hint::RHT_SKELETON_KEY::803,CLEAR,a Skeleton Key,una Llave Maestra,YES,NONE,NONE,PASS
Hint::RHT_SKELETON_KEY::804,CLEAR,a key,una llave,YES,NONE,NONE,PASS
Hint::RHT_SKELETON_KEY::805,CLEAR,a master unlocker,un desbloqueador maestro,YES,NONE,NONE,PASS
Hint::RHT_QUIVER_INF::806,CLEAR,an infinite Quiver,un Carcaj Infinito,YES,NONE,NONE,PASS
Hint::RHT_BOMB_BAG_INF::807,CLEAR,an infinite Bomb Bag,una Bolsa de Bombas Infinita,YES,NONE,NONE,PASS
Hint::RHT_BULLET_BAG_INF::808,CLEAR,an infinite Bullet Bag,una Bolsa de Balas Infinita,YES,NONE,NONE,PASS
Hint::RHT_STICK_UPGRADE_INF::809,CLEAR,infinite Deku Sticks,Palos Deku Infinitos,YES,NONE,NONE,PASS
Hint::RHT_NUT_UPGRADE_INF::810,CLEAR,infinite Deku Nuts,Nueces Deku Infinitas,YES,NONE,NONE,PASS
Hint::RHT_MAGIC_INF::811,CLEAR,unlimited Magic,Magia Ilimitada,YES,NONE,NONE,PASS
Hint::RHT_BOMBCHU_INF::812,CLEAR,infinite Bombchus,Bombchus Infinitos,YES,NONE,NONE,PASS
Hint::RHT_WALLET_INF::813,CLEAR,an infinite Wallet,una Billetera Infinita,YES,NONE,NONE,PASS
Hint::RHT_EPONA::814,CLEAR,Epona,Epona,YES,NONE,NONE,PASS
Hint::RHT_EPONA::815,CLEAR,something from Malon,algo de Malon,YES,NONE,NONE,PASS
Hint::RHT_EPONA::816,CLEAR,a song sung by frogs,una canción cantada por ranas,YES,NONE,NONE,PASS
Hint::RHT_EPONA::817,CLEAR,something to cross a broken bridge,algo para cruzar un puente roto,YES,NONE,NONE,PASS
Hint::RHT_EPONA::818,CLEAR,a horse,un caballo,YES,NONE,NONE,PASS
Hint::RHT_EPONA::819,CLEAR,a four legged friend,un amigo de cuatro patas,YES,NONE,NONE,PASS
Hint::RHT_HINT_MYSTERIOUS::820,OBSCURE,something mysterious,algo misterioso,YES,NONE,NONE,PASS
Hint::RHT_MYSTERIOUS_ITEM::821,OBSCURE,mysterious item,objeto misterioso,YES,NONE,NONE,PASS
Hint::RHT_MYSTERIOUS_ITEM_CAPITAL::822,OBSCURE,Mysterious Item,Objeto Misterioso,YES,NONE,NONE,PASS
Hint::RHT_NONE::0,CLEAR,No Hint,Sin Pista,YES,NONE,NONE,PASS
Hint::RHT_WAY_OF_THE_HERO::1,CLEAR,They say that #[1]# is on #the way of the hero#.,Dicen que #[1]# está en #el camino del héroe#.,YES,NONE,NONE,PASS
Hint::RHT_FOOLISH::2,JOKE,They say that plundering #[1]# is #a foolish choice#.,Dicen que saquear #[1]# es #una elección tonta#.,YES,NONE,NONE,PASS
Hint::RHT_CAN_BE_FOUND_AT::3,CLEAR,They say that #[1]# can be found at #[2]#.,Dicen que #[1]# se puede encontrar en #[2]#.,YES,NONE,NONE,PASS
Hint::RHT_HOARDS::4,CLEAR,They say that #[2]# hoards #[1]#.,Dicen que #[2]# acapara #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KF_LINKS_HOUSE_COW::5,CLEAR,They say that #Malon's obstacle course# leads to #[1]#.,Dicen que #el circuito de obstáculos de Malon# conduce a #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KF_LINKS_HOUSE_COW::6,CLEAR,They say that the #bovine bounty of a horseback hustle# gifts #[1]#.,Dicen que #la recompensa bovina de una carrera ecuestre# regala #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_100_GOLD_SKULLTULA_REWARD::7,CLEAR,They say that slaying #100 Gold Skulltulas# reveals #[1]#.,Dicen que matar #100 Skulltulas Doradas# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_100_GOLD_SKULLTULA_REWARD::8,CLEAR,They say that #100 bug badges# rewards #[1]#.,Dicen que #100 insignias de bichos# recompensan #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_100_GOLD_SKULLTULA_REWARD::9,CLEAR,They say that #100 spider souls# yields #[1]#.,Dicen que #100 almas de araña# producen #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_100_GOLD_SKULLTULA_REWARD::10,CLEAR,They say that #100 auriferous arachnids# lead to #[1]#.,Dicen que #100 arácnidos auríferos# conducen a #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_SONG_FROM_OCARINA_OF_TIME::11,CLEAR,They say that the #Ocarina of Time# teaches #[1]#.,Dicen que la #Ocarina del Tiempo# enseña #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_SONG_FROM_ROYAL_FAMILYS_TOMB::12,CLEAR,They say that #ReDead in the Composers' Grave# guard #[1]#.,Dicen que los #ReDead en la Tumba de los Compositores# custodian #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_SHEIK_IN_FOREST::13,CLEAR,They say that #in a meadow# Sheik teaches #[1]#.,Dicen que #en un prado# Sheik enseña #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_SHEIK_AT_TEMPLE::14,CLEAR,They say that Sheik waits at a #monument to time# to teach #[1]#.,Dicen que Sheik espera en un #monumento al tiempo# para enseñar #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_SHEIK_IN_CRATER::15,CLEAR,They say that the #crater's melody# is #[1]#.,Dicen que la #melodía del cráter# es #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_SHEIK_IN_ICE_CAVERN::16,CLEAR,They say that the #frozen cavern# echoes with #[1]#.,Dicen que la #cueva helada# resuena con #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_SHEIK_IN_KAKARIKO::17,CLEAR,They say that a #ravaged village# mourns with #[1]#.,Dicen que una #aldea devastada# llora con #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_SHEIK_AT_COLOSSUS::18,CLEAR,They say that a hero ventures #beyond the wasteland# to learn #[1]#.,Dicen que un héroe se aventura #más allá de la tierra devastada# para aprender #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_10_BIG_POES::19,CLEAR,They say that catching #Big Poes# leads to #[1]#.,Dicen que atrapar #Grandes Poes# conduce a #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_10_BIG_POES::20,CLEAR,They say that #ghost hunters# will be rewarded with #[1]#.,Dicen que los #cazadores de fantasmas# serán recompensados con #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_DEKU_THEATER_SKULL_MASK::21,CLEAR,They say that the #Skull Mask# yields #[1]#.,Dicen que la #Máscara de Craneo# produce #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_DEKU_THEATER_MASK_OF_TRUTH::22,CLEAR,They say that the #Mask of Truth# yields #[1]#.,Dicen que la #Máscara de la Verdad# produce #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_DEKU_THEATER_MASK_OF_TRUTH::23,CLEAR,They say that showing a #truthful eye to the crowd# rewards #[1]#.,Dicen que mostrar un #ojo veraz a la multitud# recompensa #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_HF_OCARINA_OF_TIME_ITEM::24,CLEAR,They say that the #treasure thrown by Princess Zelda# is #[1]#.,Dicen que el #tesoro lanzado por la Princesa Zelda# es #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_DMT_TRADE_BROKEN_SWORD::25,CLEAR,They say that a #blinded Biggoron# entrusts #[1]#.,Dicen que un #Biggoron ciego# confía #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_DMT_TRADE_EYEDROPS::26,CLEAR,"They say that while you wait, #Biggoron# gives #[1]#.","Dicen que mientras esperas, #Biggoron# da #[1]#.",YES,NONE,NONE,PASS
Hint::RHT_DMT_TRADE_CLAIM_CHECK::27,CLEAR,They say that #Biggoron# crafts #[1]#.,Dicen que #Biggoron# fabrica #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_50_GOLD_SKULLTULA_REWARD::28,CLEAR,They say that slaying #50 Gold Skulltulas# reveals #[1]#.,Dicen que matar #50 Skulltulas Doradas# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_50_GOLD_SKULLTULA_REWARD::29,CLEAR,They say that #50 bug badges# rewards #[1]#.,Dicen que #50 insignias de bichos# recompensan #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_50_GOLD_SKULLTULA_REWARD::30,CLEAR,They say that #50 spider souls# yields #[1]#.,Dicen que #50 almas de araña# producen #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_50_GOLD_SKULLTULA_REWARD::31,CLEAR,They say that #50 auriferous arachnids# lead to #[1]#.,Dicen que #50 arácnidos auríferos# conducen a #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_40_GOLD_SKULLTULA_REWARD::32,CLEAR,They say that slaying #40 Gold Skulltulas# reveals #[1]#.,Dicen que matar #40 Skulltulas Doradas# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_40_GOLD_SKULLTULA_REWARD::33,CLEAR,They say that #40 bug badges# rewards #[1]#.,Dicen que #40 insignias de bichos# recompensan #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_40_GOLD_SKULLTULA_REWARD::34,CLEAR,They say that #40 spider souls# yields #[1]#.,Dicen que #40 almas de araña# producen #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_40_GOLD_SKULLTULA_REWARD::35,CLEAR,They say that #40 auriferous arachnids# lead to #[1]#.,Dicen que #40 arácnidos auríferos# conducen a #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_30_GOLD_SKULLTULA_REWARD::36,CLEAR,They say that slaying #30 Gold Skulltulas# reveals #[1]#.,Dicen que matar #30 Skulltulas Doradas# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_30_GOLD_SKULLTULA_REWARD::37,CLEAR,They say that #30 bug badges# rewards #[1]#.,Dicen que #30 insignias de bichos# recompensan #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_30_GOLD_SKULLTULA_REWARD::38,CLEAR,They say that #30 spider souls# yields #[1]#.,Dicen que #30 almas de araña# producen #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_30_GOLD_SKULLTULA_REWARD::39,CLEAR,They say that #30 auriferous arachnids# lead to #[1]#.,Dicen que #30 arácnidos auríferos# conducen a #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_20_GOLD_SKULLTULA_REWARD::40,CLEAR,They say that slaying #20 Gold Skulltulas# reveals #[1]#.,Dicen que matar #20 Skulltulas Doradas# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_20_GOLD_SKULLTULA_REWARD::41,CLEAR,They say that #20 bug badges# rewards #[1]#.,Dicen que #20 insignias de bichos# recompensan #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_20_GOLD_SKULLTULA_REWARD::42,CLEAR,They say that #20 spider souls# yields #[1]#.,Dicen que #20 almas de araña# producen #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_20_GOLD_SKULLTULA_REWARD::43,CLEAR,They say that #20 auriferous arachnids# lead to #[1]#.,Dicen que #20 arácnidos auríferos# conducen a #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_ANJU_AS_CHILD::44,CLEAR,They say that #collecting cuccos# rewards #[1]#.,Dicen que #recolectar cuccos# recompensa #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_ANJU_AS_CHILD::45,CLEAR,They say that #wrangling roosters# rewards #[1]#.,Dicen que #atrapar gallos# recompensa #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_ANJU_AS_CHILD::46,CLEAR,They say that #chucking chickens# gifts #[1]#.,Dicen que #lanzar pollos# regala #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_TRADE_POCKET_CUCCO::47,CLEAR,They say that an adult's #happy Cucco# awards #[1]#.,Dicen que el #Cucco feliz de un adulto# premia #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_TRADE_ODD_MUSHROOM::48,CLEAR,They say that the #potion shop lady# entrusts #[1]#.,Dicen que la #señora de la tienda de pociones# confía #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GC_DARUNIAS_JOY::49,CLEAR,They say that #Darunia's dance# leads to #[1]#.,Dicen que el #baile de Darunia# conduce a #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GC_DARUNIAS_JOY::50,CLEAR,They say that a #groovin' goron# gifts #[1]#.,Dicen que un #Goron bailarín# regala #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LW_SKULL_KID::51,CLEAR,They say that the #Skull Kid# grants #[1]#.,Dicen que el #Chico Calavera# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LW_TRADE_COJIRO::52,CLEAR,They say that returning a #special Cucco# awards #[1]#.,Dicen que devolver un #Cucco especial# premia #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LW_TRADE_ODD_POTION::53,CLEAR,They say that a #Kokiri girl in the woods# leaves #[1]#.,Dicen que una #chica Kokiri en el bosque# deja #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LH_SUN::54,CLEAR,They say that shooting #the sun# grants #[1]#.,Dicen que disparar al #sol# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LH_SUN::55,CLEAR,They say that staring into #the sun# grants #[1]#.,Dicen que mirar fijamente al #sol# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LH_TRADE_FROG::56,CLEAR,They say that #Lake Hylia's scientist# hurriedly entrusts #[1]#.,Dicen que el #científico del Lago Hylia# confía apresuradamente #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_REWARD::57,CLEAR,They say that the #treasure chest game# grants #[1]#.,Dicen que el #juego de cofres del tesoro# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_REWARD::58,CLEAR,They say that #gambling# grants #[1]#.,Dicen que #apostar# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_REWARD::59,CLEAR,They say that there is a #1/32 chance# to win #[1]#.,Dicen que hay una #posibilidad de 1/32# de ganar #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_ITEM_1::60,CLEAR,They say that the #first locked room# in the chest game contains #[1]#.,Dicen que la #primera habitación cerrada# del juego de cofres contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_ITEM_1::61,CLEAR,They say that #gambling once# grants #[1]#.,Dicen que #apostar una vez# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_ITEM_1::62,CLEAR,They say that the #first or second game chest# contains #[1]#.,Dicen que el #primer o segundo cofre del juego# contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_ITEM_2::63,CLEAR,They say that the #second locked room# in the chest game contains #[1]#.,Dicen que la #segunda habitación cerrada# del juego de cofres contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_ITEM_2::64,CLEAR,They say that #gambling twice# grants #[1]#.,Dicen que #apostar dos veces# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_ITEM_2::65,CLEAR,They say that the #third or fourth game chest# contains #[1]#.,Dicen que el #tercer o cuarto cofre del juego# contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_ITEM_3::66,CLEAR,They say that the #third locked room# in the chest game contains #[1]#.,Dicen que la #tercera habitación cerrada# del juego de cofres contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_ITEM_3::67,CLEAR,They say that #gambling 3 times# grants #[1]#.,Dicen que #apostar 3 veces# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_ITEM_3::68,CLEAR,They say that the #fifth or sixth game chest# contains #[1]#.,Dicen que el #quinto o sexto cofre del juego# contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_ITEM_4::69,CLEAR,They say that the #fourth locked room# in the chest game contains #[1]#.,Dicen que la #cuarta habitación cerrada# del juego de cofres contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_ITEM_4::70,CLEAR,They say that #gambling 4 times# grants #[1]#.,Dicen que #apostar 4 veces# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_ITEM_4::71,CLEAR,They say that the #seventh or eighth game chest# contains #[1]#.,Dicen que el #séptimo u octavo cofre del juego# contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_ITEM_5::72,CLEAR,They say that the #fifth locked room# in the chest game contains #[1]#.,Dicen que la #quinta habitación cerrada# del juego de cofres contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_ITEM_5::73,CLEAR,They say that #gambling 5 times# grants #[1]#.,Dicen que #apostar 5 veces# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_ITEM_5::74,CLEAR,They say that the #ninth or tenth game chest# contains #[1]#.,Dicen que el #noveno o décimo cofre del juego# contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_KEY_1::75,CLEAR,They say that the #first locked room# in the chest game contains #[1]#.,Dicen que la #primera habitación cerrada# del juego de cofres contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_KEY_1::76,CLEAR,They say that #gambling once# grants #[1]#.,Dicen que #apostar una vez# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_KEY_1::77,CLEAR,They say that the #first or second game chest# contains #[1]#.,Dicen que el #primer o segundo cofre del juego# contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_KEY_2::78,CLEAR,They say that the #second locked room# in the chest game contains #[1]#.,Dicen que la #segunda habitación cerrada# del juego de cofres contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_KEY_2::79,CLEAR,They say that #gambling twice# grants #[1]#.,Dicen que #apostar dos veces# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_KEY_2::80,CLEAR,They say that the #third or fourth game chest# contains #[1]#.,Dicen que el #tercer o cuarto cofre del juego# contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_KEY_3::81,CLEAR,They say that the #third locked room# in the chest game contains #[1]#.,Dicen que la #tercera sala cerrada# en el juego de cofres contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_KEY_3::82,CLEAR,They say that #gambling 3 times# grants #[1]#.,Dicen que #apostar 3 veces# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_KEY_3::83,CLEAR,They say that the #fifth or sixth game chest# contains #[1]#.,Dicen que el #quinto o sexto cofre del juego# contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_KEY_4::84,CLEAR,They say that the #fourth locked room# in the chest game contains #[1]#.,Dicen que la #cuarta sala cerrada# en el juego de cofres contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_KEY_4::85,CLEAR,They say that #gambling 4 times# grants #[1]#.,Dicen que #apostar 4 veces# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_KEY_4::86,CLEAR,They say that the #seventh or eighth game chest# contains #[1]#.,Dicen que el #séptimo u octavo cofre del juego# contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_KEY_5::87,CLEAR,They say that the #fifth locked room# in the chest game contains #[1]#.,Dicen que la #quinta sala cerrada# en el juego de cofres contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_KEY_5::88,CLEAR,They say that #gambling 5 times# grants #[1]#.,Dicen que #apostar 5 veces# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_TREASURE_CHEST_GAME_KEY_5::89,CLEAR,They say that the #ninth or tenth game chest# contains #[1]#.,Dicen que el #noveno o décimo cofre del juego# contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GF_HBA_1500_POINTS::90,CLEAR,They say that scoring 1500 in #horseback archery# grants #[1]#.,Dicen que obtener 1500 puntos en #tiro con arco a caballo# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GF_HBA_1500_POINTS::91,CLEAR,They say that mastery of #horseback archery# grants #[1]#.,Dicen que dominar #tiro con arco a caballo# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GRAVEYARD_HEART_PIECE_GRAVE_CHEST::92,CLEAR,They say that playing #Sun's Song# in a grave spawns #[1]#.,Dicen que tocar #Canción del Sol# en una tumba aparece #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GC_MAZE_LEFT_CHEST::93,CLEAR,They say that in #Goron City# the hammer unlocks #[1]#.,Dicen que en #Ciudad Goron# el martillo desbloquea #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GV_CHEST::94,CLEAR,They say that in #Gerudo Valley# the hammer unlocks #[1]#.,Dicen que en #Valle Gerudo# el martillo desbloquea #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GV_TRADE_SAW::95,CLEAR,They say that the #boss of the carpenters# leaves #[1]#.,Dicen que el #jefe de los carpinteros# deja #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GV_COW::96,CLEAR,They say that a #cow in Gerudo Valley# gifts #[1]#.,Dicen que una #vaca en el Valle Gerudo# regala #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_HC_GS_STORMS_GROTTO::97,CLEAR,They say that a #spider behind a muddy wall# in a grotto holds #[1]#.,Dicen que una #araña detrás de un muro embarrado# en una cueva guarda #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_HF_GS_COW_GROTTO::98,CLEAR,They say that a #spider behind webs# in a grotto holds #[1]#.,Dicen que una #araña detrás de telarañas# en una cueva guarda #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_HF_COW_GROTTO_COW::99,CLEAR,They say that a #cow behind webs# in a grotto gifts #[1]#.,Dicen que una #vaca detrás de telarañas# en una cueva regala #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_HF_COW_GROTTO_COW::100,CLEAR,They say that the #cobwebbed cow# gifts #[1]#.,Dicen que la #vaca cubierta de telarañas# regala #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZR_FROGS_OCARINA_GAME::101,CLEAR,They say that the final reward from the #Frogs of Zora's River# is #[1]#.,Dicen que la recompensa final de las #Ranas del Río Zora# es #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZR_FROGS_OCARINA_GAME::102,CLEAR,They say that an #amphibian feast# yields #[1]#.,Dicen que un #banquete de anfibios# produce #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZR_FROGS_OCARINA_GAME::103,CLEAR,They say that the #croaking choir's magnum opus# awards #[1]#.,Dicen que la #obra maestra del coro de croares# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZR_FROGS_OCARINA_GAME::104,CLEAR,They say that the #froggy finale# yields #[1]#.,Dicen que el #final ranesco# produce #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZF_GS_HIDDEN_CAVE::105,CLEAR,They say that a spider high #above the icy waters# holds #[1]#.,Dicen que una araña muy #arriba sobre las aguas heladas# guarda #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_WASTELAND_CHEST::106,CLEAR,They say that #deep in the wasteland# is #[1]#.,Dicen que #en lo profundo del páramo# está #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_WASTELAND_GS::107,CLEAR,They say that a #spider in the wasteland# holds #[1]#.,Dicen que una #araña en el páramo# guarda #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GRAVEYARD_ROYAL_FAMILYS_TOMB_CHEST::108,CLEAR,They say that #flames in the Composers' Grave# reveal #[1]#.,Dicen que #llamas en la Tumba de los Compositores# revelan #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZF_BOTTOM_FREESTANDING_POH::109,CLEAR,They say that #under the icy waters# lies #[1]#.,Dicen que #bajo las aguas heladas# yace #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GC_POT_FREESTANDING_POH::110,CLEAR,They say that spinning #Goron pottery# contains #[1]#.,Dicen que girar #la cerámica Goron# contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZD_KING_ZORA_THAWED::111,CLEAR,They say that unfreezing #King Zora# grants #[1]#.,Dicen que descongelar al #Rey Zora# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZD_KING_ZORA_THAWED::112,CLEAR,They say that a #defrosted dignitary# gifts #[1]#.,Dicen que un #dignatario descongelado# regala #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZD_TRADE_PRESCRIPTION::113,CLEAR,They say that #King Zora# hurriedly entrusts #[1]#.,Dicen que el #Rey Zora# confía apresuradamente #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_DMC_DEKU_SCRUB::114,CLEAR,They say that a single #scrub in the crater# sells #[1]#.,Dicen que un solo #scrub en el cráter# vende #[1]#.,YES,NONE,NONE,PASS
