id,english,spanish,direction_check,number_check,sequence_check,object_check,decision,notes
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_GOLDEN_GAUNTLETS_CHEST::430,They say that #reflected light in the test of the sands# reveals #[1]#.,Dicen que la #luz reflejada en la prueba de las arenas# revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_SUN_BACK_RIGHT_CHEST::431,They say that #reflected light in the test of the sands# reveals #[1]#.,Dicen que la #luz reflejada en la prueba de las arenas# revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_SUN_BACK_LEFT_CHEST::432,They say that #reflected light in the test of the sands# reveals #[1]#.,Dicen que la #luz reflejada en la prueba de las arenas# revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_SUN_FRONT_LEFT_CHEST::433,They say that #reflected light in the test of the sands# reveals #[1]#.,Dicen que la #luz reflejada en la prueba de las arenas# revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_FIRST_CHEST::434,They say that #reflected light in the test of the sands# reveals #[1]#.,Dicen que la #luz reflejada en la prueba de las arenas# revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_INVISIBLE_CHEST::435,They say that #reflected light in the test of the sands# reveals #[1]#.,Dicen que la #luz reflejada en la prueba de las arenas# revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_ZD_DIVING_MINIGAME::54,They say that those who #dive for Zora rupees# will find #[1]#.,Dicen que aquellos que #bucean por rupees de Zora# encontrarán #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_ZR_FROGS_SUNS_SONG::89,"They say that after hearing #the Sun's Song, the frogs# gift #[1]#.","Dicen que después de escuchar la #Canción del Sol, las ranas# obsequian #[1]#.",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_TH_1_TORCH_CARPENTER::125,They say that #defeating the Gerudo in a room with 1 torch# reveals #[1]#.,Dicen que #derrotar a la Gerudo en una sala con 1 antorcha# revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_LH_ISLAND_SUN_FAIRY::414,They say that #summoning the sun on the lake's island# calls #[1]#.,Dicen que #invocar el sol en la isla del lago# llama a #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_TH_KITCHEN_SUN_FAIRY::420,They say that #calling the sun in a guarded kitchen# exposes #[1]#.,Dicen que #invocar el sol en una cocina custodiada# expone #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_LW_DEKU_SCRUB_GROTTO_SUN_FAIRY::421,They say that #calling the sun for scrubs in the Lost Woods# reveals #[1]#.,Dicen que #invocar el sol para los Dekus en los Bosques Perdidos# revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_GRAVEYARD_ROYAL_FAMILYS_TOMB_SUN_FAIRY::422,They say that #calling the sun in a royal tomb# reveals #[1]#.,Dicen que #invocar el sol en una tumba real# revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_LIGHT_ARROWS::107,the Light Arrows,las Flechas de Luz,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_PROGRESSIVE_SCALE::208,a deeper dive,un buceo más profundo,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_EPONAS_SONG::301,Malon's melody,la melodía de Malon,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SUNS_SONG::308,the Sun's Song,la Canción del Sol,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_PRELUDE_OF_LIGHT::349,the Prelude of Light,el Preludio de la Luz,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_PRELUDE_OF_LIGHT::351,a luminous prologue melody,una melodía luminosa de prólogo,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_LIGHT_MEDALLION::615,the Light Medallion,el Medallón de la Luz,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SHEIK_IN_CRATER::15,They say that the #crater's melody# is #[1]#.,Dicen que la #melodía del cráter# es #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_LH_SUN::54,They say that shooting #the sun# grants #[1]#.,Dicen que disparar al #sol# otorga #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_LH_SUN::55,They say that staring into #the sun# grants #[1]#.,Dicen que mirar fijamente al #sol# otorga #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_GRAVEYARD_HEART_PIECE_GRAVE_CHEST::92,They say that playing #Sun's Song# in a grave spawns #[1]#.,Dicen que tocar #Canción del Sol# en una tumba aparece #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_FIRE_TEMPLE_MQ_GS_SKULL_ON_FIRE::134,They say that a #spider under a block in the Fire Temple# holds #[1]#.,Dicen que una araña bajo un bloque en el #Templo del Fuego# guarda #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_FIRE_TEMPLE_MQ_GS_SKULL_ON_FIRE::135,They say that a #spider under a block in the volcano# holds #[1]#.,Dicen que una araña bajo un bloque en el #volcán# guarda #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_GRAVEYARD_HEART_PIECE_GRAVE::250,a chest spawned by #Sun's Song#,un cofre aparecido por #Canción del Sol#,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_GIFT_FROM_RAURU::396,They say that the #Sage of Light# gifts @ #[1]#.,Dicen que el #Sabio de la Luz# regala a @ #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_BRIDGE_VANILLA_HINT::399,[ICON:6]The awakened ones require the #Shadow and Spirit Medallions# as well as the #Light Arrows#. --- PAGE ---,[ICON:6]Los Despiertos necesitan los #Medallones de Sombra y Espíritu# así como las #Flechas de Luz#. --- PAGE ---,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_LIGHT_TRIAL::422,the Light Trial,la Prueba de la Luz,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_ADULT_ALTAR_TEXT_END::432,"[ICON:k]Together with the Hero of Time, the awakened ones will return the light of peace to the world...","[ICON:k]Junto con el Héroe del Tiempo, los Despiertos devolverán la luz de la paz al mundo...",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SHEIK_HINT_LA_ONLY::435,I overheard Ganondorf say that he misplaced the #Light Arrows# in #[1]#.,Escuché a Ganondorf decir que extravió las #Flechas de Luz# en #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_GANON_JOKE04::450,"You'll never deflect my bolts of energy with your sword, then shoot me with those Light Arrows you happen to have.","Nunca podrás desviar mis rayos de energía con tu espada, y luego dispararme con esas Flechas de Luz que casualmente tienes.",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Rando::ITEM::RG_ICE_ARROWS,Light Arrow,Flecha de Luz,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Rando::ITEM::L91,Sun's Song,Canción del Sol,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Rando::ITEM::L99,Prelude of Light,Preludio de la Luz,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Rando::ITEM::L251,Light Medallion,Medallón de la Luz,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L93,Lost Woods Bridge East Exit,Salida Inferior del Bosque Kokiri,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L93,Lost Woods Bridge East Exit,Salida Este del Puente del Bosque Perdido,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L94,Lost Woods South Exit,Salida Superior del Bosque Kokiri,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L94,Lost Woods South Exit,Salida Sur del Bosque Perdido,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L121,Sacred Forest Meadow South Exit,Salida Norte del Bosque Perdido,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L121,Sacred Forest Meadow South Exit,Salida Sur de la Pradera Sagrada del Bosque,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L130,Lost Woods North Exit,Salida Sur de la Pradera Sagrada del Bosque,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L130,Lost Woods North Exit,Salida Norte del Bosque Perdido,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L265,Lost Woods Bridge West Exit,Salida Boscosa del Campo de Hyrule,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L265,Lost Woods Bridge West Exit,Salida Oeste del Puente del Bosque Perdido,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L266,Market Entrance South Exit,Salida del Puente Levadizo del Campo de Hyrule,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L266,Market Entrance South Exit,Salida Sur de la Entrada del Mercado,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L270,Lake Hylia North Exit,Salida de la Cerca del Campo de Hyrule,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L270,Lake Hylia North Exit,Salida Norte del Lago Hylia,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L271,Gerudo Valley East Exit,Camino Rocoso del Campo de Hyrule,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L271,Gerudo Valley East Exit,Salida Este del Valle Gerudo,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L317,Gerudo Fortress East Exit,Salida Oeste del Valle Gerudo,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L317,Gerudo Fortress East Exit,Salida Este de la Fortaleza Gerudo,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L325,Gerudo Valley West Exit,Salida Este de la Fortaleza Gerudo,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L325,Gerudo Valley West Exit,Salida Oeste del Valle Gerudo,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L326,Haunted Wasteland East Exit,Salida de la Puerta de la Fortaleza Gerudo,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L326,Haunted Wasteland East Exit,Salida Este del Desierto Embrujado,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L331,TH 1 Torch Cell,Afueras de la Fortaleza Gerudo,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L331,TH 1 Torch Cell,Celda de 1 Antorcha en la Fortaleza Gerudo,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L332,TH 1 Torch Cell,Celda de 1 Antorcha en la Fortaleza Gerudo,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L345,TH 1 Torch Cell,Celda de 1 Antorcha en la Fortaleza Gerudo,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L360,Desert Colossus East Exit,Salida Oeste del Desierto Embrujado,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L360,Desert Colossus East Exit,Salida Este del Coloso del Desierto,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L361,Haunted Wasteland West Exit,Salida Este del Coloso del Desierto,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L361,Haunted Wasteland West Exit,Salida Oeste del Desierto Embrujado,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L374,Market South Exit,Salida Norte de la Entrada del Mercado,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L374,Market South Exit,Salida Sur del Mercado,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L376,Market Entrance North Exit,Salida Sur del Mercado,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L376,Market Entrance North Exit,Salida Norte de la Entrada del Mercado,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L377,Castle Grounds South Exit,Salida del Castillo del Mercado,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
ENTRANCE::L377,Castle Grounds South Exit,Salida Sur de los Terrenos del Castillo,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_LH_LAB_DIVE,Lh Lab Dive,Lago Hylia Laboratorio Buceo,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_LH_SUN,Lh Sun,Lago Hylia Sol,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_TH_1_TORCH_CARPENTER,Th 1 Torch Carpenter,Guarida de Ladrones Carpintero 1 Antorcha,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_DODONGOS_CAVERN_MQ_TORCH_PUZZLE_ROOM_CHEST,Dodongos Cavern Mq Torch Puzzle Room Chest,Caverna de los Dodongo Mq Cofre de la Sala del Rompecabezas de Antorchas,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_FOREST_TEMPLE_EYE_SWITCH_CHEST,Forest Temple Eye Switch Chest,Templo del Bosque Cofre del Interruptor de Ojo,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_SPIRIT_TEMPLE_CHILD_CLIMB_NORTH_CHEST,Spirit Temple Child Climb North Chest,Templo del Espíritu Cofre de Escalada Norte del Niño,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_SPIRIT_TEMPLE_CHILD_CLIMB_EAST_CHEST,Spirit Temple Child Climb East Chest,Templo del Espíritu Cofre de Escalada Este del Niño,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_SPIRIT_TEMPLE_SUN_BLOCK_ROOM_CHEST,Spirit Temple Sun Block Room Chest,Templo del Espíritu Cofre de la Sala del Bloque de Sol,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_SPIRIT_TEMPLE_MQ_CHILD_HAMMER_SWITCH_CHEST,Spirit Temple Mq Child Hammer Switch Chest,Templo del Espíritu Mq Cofre del Interruptor del Martillo del Niño,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_SPIRIT_TEMPLE_MQ_CHILD_CLIMB_NORTH_CHEST,Spirit Temple Mq Child Climb North Chest,Templo del Espíritu Mq Cofre de Escalada Norte del Niño,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_SPIRIT_TEMPLE_MQ_CHILD_CLIMB_SOUTH_CHEST,Spirit Temple Mq Child Climb South Chest,Templo del Espíritu Mq Cofre de Escalada Sur del Niño,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_SPIRIT_TEMPLE_MQ_SILVER_BLOCK_HALLWAY_CHEST,Spirit Temple Mq Silver Block Hallway Chest,Templo del Espíritu Mq Cofre del Pasillo del Bloque de Plata,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_SPIRIT_TEMPLE_MQ_SUN_BLOCK_ROOM_CHEST,Spirit Temple Mq Sun Block Room Chest,Templo del Espíritu Mq Cofre de la Sala del Bloque de Sol,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_SPIRIT_TEMPLE_MQ_CHEST_SWITCH_CHEST,Spirit Temple Mq Chest Switch Chest,Templo del Espíritu Mq Cofre del Interruptor del Cofre,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_SHADOW_TEMPLE_FALLING_SPIKES_SWITCH_CHEST,Shadow Temple Falling Spikes Switch Chest,Templo de la Sombra Cofre del Interruptor de las Púas Caídas,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_SHADOW_TEMPLE_MQ_FALLING_SPIKES_SWITCH_CHEST,Shadow Temple Mq Falling Spikes Switch Chest,Templo de la Sombra Mq Cofre del Interruptor de las Púas Caídas,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_BOTTOM_OF_THE_WELL_MQ_EAST_INNER_ROOM_FREESTANDING_KEY,Bottom Of The Well Mq East Inner Room Freestanding Key,Fondo del Pozo Mq Este Interior Sala Independiente Llave,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GERUDO_TRAINING_GROUND_HAMMER_ROOM_SWITCH_CHEST,Gerudo Training Ground Hammer Room Switch Chest,Campo de Entrenamiento Gerudo Cofre del Interruptor de la Sala del Martillo,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GERUDO_TRAINING_GROUND_BEFORE_HEAVY_BLOCK_CHEST,Gerudo Training Ground Before Heavy Block Chest,Campo de Entrenamiento Gerudo Cofre Antes del Bloque Pesado,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GERUDO_TRAINING_GROUND_HEAVY_BLOCK_FIRST_CHEST,Gerudo Training Ground Heavy Block First Chest,Campo de Entrenamiento Gerudo Cofre Primer del Bloque Pesado,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GERUDO_TRAINING_GROUND_HEAVY_BLOCK_SECOND_CHEST,Gerudo Training Ground Heavy Block Second Chest,Campo de Entrenamiento Gerudo Cofre Segundo del Bloque Pesado,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GERUDO_TRAINING_GROUND_HEAVY_BLOCK_THIRD_CHEST,Gerudo Training Ground Heavy Block Third Chest,Campo de Entrenamiento Gerudo Cofre Tercer del Bloque Pesado,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GERUDO_TRAINING_GROUND_HEAVY_BLOCK_FOURTH_CHEST,Gerudo Training Ground Heavy Block Fourth Chest,Campo de Entrenamiento Gerudo Cofre Cuarto del Bloque Pesado,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GERUDO_TRAINING_GROUND_MQ_BEFORE_HEAVY_BLOCK_CHEST,Gerudo Training Ground Mq Before Heavy Block Chest,Campo de Entrenamiento Gerudo Mq Cofre Antes del Bloque Pesado,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GERUDO_TRAINING_GROUND_MQ_HEAVY_BLOCK_CHEST,Gerudo Training Ground Mq Heavy Block Chest,Campo de Entrenamiento Gerudo Mq Bloque Pesado Cofre,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GANONS_CASTLE_SPIRIT_TRIAL_CRYSTAL_SWITCH_CHEST,Ganons Castle Spirit Trial Crystal Switch Chest,Castillo de Ganon Espíritu Prueba Crystal Interruptor Cofre,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GANONS_CASTLE_LIGHT_TRIAL_FIRST_LEFT_CHEST,Ganons Castle Light Trial First Left Chest,Castillo de Ganon Cofre Primer Izquierda de la Prueba de la Luz,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GANONS_CASTLE_LIGHT_TRIAL_SECOND_LEFT_CHEST,Ganons Castle Light Trial Second Left Chest,Castillo de Ganon Cofre Segundo Izquierda de la Prueba de la Luz,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GANONS_CASTLE_LIGHT_TRIAL_THIRD_LEFT_CHEST,Ganons Castle Light Trial Third Left Chest,Castillo de Ganon Cofre Tercer Izquierda de la Prueba de la Luz,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GANONS_CASTLE_LIGHT_TRIAL_FIRST_RIGHT_CHEST,Ganons Castle Light Trial First Right Chest,Castillo de Ganon Cofre Primer Derecha de la Prueba de la Luz,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GANONS_CASTLE_LIGHT_TRIAL_SECOND_RIGHT_CHEST,Ganons Castle Light Trial Second Right Chest,Castillo de Ganon Cofre Segundo Derecha de la Prueba de la Luz,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GANONS_CASTLE_LIGHT_TRIAL_THIRD_RIGHT_CHEST,Ganons Castle Light Trial Third Right Chest,Castillo de Ganon Cofre Tercer Derecha de la Prueba de la Luz,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GANONS_CASTLE_LIGHT_TRIAL_INVISIBLE_ENEMIES_CHEST,Ganons Castle Light Trial Invisible Enemies Chest,Castillo de Ganon Cofre de los Enemigos Invisibles de la Prueba de la Luz,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GANONS_CASTLE_LIGHT_TRIAL_LULLABY_CHEST,Ganons Castle Light Trial Lullaby Chest,Castillo de Ganon Cofre de la Nana de la Prueba de la Luz,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GANONS_CASTLE_MQ_FOREST_TRIAL_EYE_SWITCH_CHEST,Ganons Castle Mq Forest Trial Eye Switch Chest,Castillo de Ganon Mq Cofre del Interruptor de Ojo de la Prueba del Bosque,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GANONS_CASTLE_MQ_FOREST_TRIAL_FROZEN_EYE_SWITCH_CHEST,Ganons Castle Mq Forest Trial Frozen Eye Switch Chest,Castillo de Ganon Mq Cofre del Interruptor de Ojo Congelado de la Prueba del Bosque,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GANONS_CASTLE_MQ_LIGHT_TRIAL_LULLABY_CHEST,Ganons Castle Mq Light Trial Lullaby Chest,Castillo de Ganon Mq Cofre de la Nana de la Prueba de la Luz,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GANONS_CASTLE_MQ_SHADOW_TRIAL_EYE_SWITCH_CHEST,Ganons Castle Mq Shadow Trial Eye Switch Chest,Castillo de Ganon Mq Cofre del Interruptor de Ojo de la Prueba de la Sombra,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GANONS_CASTLE_MQ_SPIRIT_TRIAL_SUN_BACK_RIGHT_CHEST,Ganons Castle Mq Spirit Trial Sun Back Right Chest,Castillo de Ganon Mq Cofre Sol Atrás Derecha de la Prueba del Espíritu,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GANONS_CASTLE_MQ_SPIRIT_TRIAL_SUN_BACK_LEFT_CHEST,Ganons Castle Mq Spirit Trial Sun Back Left Chest,Castillo de Ganon Mq Cofre Sol Atrás Izquierda de la Prueba del Espíritu,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_GANONS_CASTLE_MQ_SPIRIT_TRIAL_SUN_FRONT_LEFT_CHEST,Ganons Castle Mq Spirit Trial Sun Front Left Chest,Castillo de Ganon Mq Cofre Sol Frente Izquierda de la Prueba del Espíritu,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_DODONGOS_CAVERN_MQ_GS_SONG_OF_TIME_BLOCK_ROOM,Dodongos Cavern Mq Gs Song Of Time Block Room,Caverna de los Dodongo Mq Gs Canción De Tiempo Bloque Sala,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
LOCATION::RC_JABU_JABUS_BELLY_GS_WATER_SWITCH_ROOM,Jabu Jabus Belly Gs Water Switch Room,Vientre de Jabu-Jabu Gs Agua Interruptor Sala,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
