id,system,english,spanish,is_intentional_proper_noun,is_cvar_identifier,status,notes
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1044,SOH_UI,Gloves_GauntletsGem2,Gloves_GauntletsGem2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1046,SOH_UI,Gloves_GauntletsGem3,Gloves_GauntletsGem3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1048,SOH_UI,Gloves_GauntletsGem4,Gloves_GauntletsGem4,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1050,SOH_UI,Gloves_GauntletsGem5,Gloves_GauntletsGem5,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1052,SOH_UI,Gloves_GauntletsGem6,Gloves_GauntletsGem6,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1059,SOH_UI,Equipment_BoomerangBody1,Equipment_BoomerangBody1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1061,SOH_UI,Equipment_BoomerangBody2,Equipment_BoomerangBody2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1063,SOH_UI,Equipment_BoomerangBody3,Equipment_BoomerangBody3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1065,SOH_UI,Equipment_BoomerangBody4,Equipment_BoomerangBody4,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1067,SOH_UI,Equipment_BoomerangBody5,Equipment_BoomerangBody5,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1073,SOH_UI,Equipment_BoomerangGem1,Equipment_BoomerangGem1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1075,SOH_UI,Equipment_BoomerangGem2,Equipment_BoomerangGem2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1077,SOH_UI,Equipment_BoomerangGem3,Equipment_BoomerangGem3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1079,SOH_UI,Equipment_BoomerangGem4,Equipment_BoomerangGem4,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1089,SOH_UI,Equipment_SlingshotBody1,Equipment_SlingshotBody1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1091,SOH_UI,Equipment_SlingshotBody2,Equipment_SlingshotBody2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1093,SOH_UI,Equipment_SlingshotBody3,Equipment_SlingshotBody3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1095,SOH_UI,Equipment_SlingshotBody4,Equipment_SlingshotBody4,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1097,SOH_UI,Equipment_SlingshotBody5,Equipment_SlingshotBody5,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1099,SOH_UI,Equipment_SlingshotBody6,Equipment_SlingshotBody6,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1101,SOH_UI,Equipment_SlingshotBody7,Equipment_SlingshotBody7,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1103,SOH_UI,Equipment_SlingshotBody8,Equipment_SlingshotBody8,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1105,SOH_UI,Equipment_SlingshotBody9,Equipment_SlingshotBody9,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1110,SOH_UI,Equipment_SlingshotBody10,Equipment_SlingshotBody10,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1112,SOH_UI,Equipment_SlingshotBody11,Equipment_SlingshotBody11,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1114,SOH_UI,Equipment_SlingshotBody12,Equipment_SlingshotBody12,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1116,SOH_UI,Equipment_SlingshotBody13,Equipment_SlingshotBody13,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1118,SOH_UI,Equipment_SlingshotBody14,Equipment_SlingshotBody14,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1120,SOH_UI,Equipment_SlingshotBody15,Equipment_SlingshotBody15,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1122,SOH_UI,Equipment_SlingshotBody16,Equipment_SlingshotBody16,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1129,SOH_UI,Equipment_SlingshotString1,Equipment_SlingshotString1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1131,SOH_UI,Equipment_SlingshotString2,Equipment_SlingshotString2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1133,SOH_UI,Equipment_SlingshotString3,Equipment_SlingshotString3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1140,SOH_UI,Equipment_BowTips1,Equipment_BowTips1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1142,SOH_UI,Equipment_BowTips2,Equipment_BowTips2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1144,SOH_UI,Equipment_BowTips3,Equipment_BowTips3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1146,SOH_UI,Equipment_BowTips4,Equipment_BowTips4,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1148,SOH_UI,Equipment_BowTips5,Equipment_BowTips5,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1154,SOH_UI,Equipment_BowString1,Equipment_BowString1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1156,SOH_UI,Equipment_BowString2,Equipment_BowString2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1158,SOH_UI,Equipment_BowString3,Equipment_BowString3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1164,SOH_UI,Equipment_BowBody1,Equipment_BowBody1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1166,SOH_UI,Equipment_BowBody2,Equipment_BowBody2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1168,SOH_UI,Equipment_BowBody3,Equipment_BowBody3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1170,SOH_UI,Equipment_BowBody4,Equipment_BowBody4,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1172,SOH_UI,Equipment_BowBody5,Equipment_BowBody5,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1178,SOH_UI,Equipment_BowHandle1,Equipment_BowHandle1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1180,SOH_UI,Equipment_BowHandle2,Equipment_BowHandle2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1182,SOH_UI,Equipment_BowHandle3,Equipment_BowHandle3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1184,SOH_UI,Equipment_BowHandle4,Equipment_BowHandle4,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1186,SOH_UI,Equipment_BowHandle5,Equipment_BowHandle5,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1193,SOH_UI,Equipment_HammerHead1,Equipment_HammerHead1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1195,SOH_UI,Equipment_HammerHead2,Equipment_HammerHead2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1197,SOH_UI,Equipment_HammerHead3,Equipment_HammerHead3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1199,SOH_UI,Equipment_HammerHead4,Equipment_HammerHead4,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1201,SOH_UI,Equipment_HammerHead5,Equipment_HammerHead5,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1203,SOH_UI,Equipment_HammerHead6,Equipment_HammerHead6,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1209,SOH_UI,Equipment_HammerHandle1,Equipment_HammerHandle1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1211,SOH_UI,Equipment_HammerHandle2,Equipment_HammerHandle2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1213,SOH_UI,Equipment_HammerHandle5,Equipment_HammerHandle5,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1215,SOH_UI,Equipment_HammerHandle6,Equipment_HammerHandle6,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1222,SOH_UI,Equipment_HookshotChain1,Equipment_HookshotChain1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1229,SOH_UI,Equipment_ChuFace1,Equipment_ChuFace1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1231,SOH_UI,Equipment_ChuFace2,Equipment_ChuFace2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1233,SOH_UI,Equipment_ChuFace3,Equipment_ChuFace3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1237,SOH_UI,Equipment_ChuFace4,Equipment_ChuFace4,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1238,SOH_UI,Equipment_ChuFace5,Equipment_ChuFace5,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1244,SOH_UI,Equipment_ChuBody1,Equipment_ChuBody1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1246,SOH_UI,Equipment_ChuBody2,Equipment_ChuBody2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1248,SOH_UI,Equipment_ChuBody3,Equipment_ChuBody3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1250,SOH_UI,Equipment_ChuBody4,Equipment_ChuBody4,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1252,SOH_UI,Equipment_ChuBody5,Equipment_ChuBody5,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1259,SOH_UI,Equipment_BunnyHood1,Equipment_BunnyHood1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1261,SOH_UI,Equipment_BunnyHood2,Equipment_BunnyHood2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1263,SOH_UI,Equipment_BunnyHood3,Equipment_BunnyHood3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1265,SOH_UI,Equipment_BunnyHood4,Equipment_BunnyHood4,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1267,SOH_UI,Equipment_BunnyHood5,Equipment_BunnyHood5,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1271,SOH_UI,Equipment_BunnyHood6,Equipment_BunnyHood6,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1274,SOH_UI,Equipment_BunnyHood7,Equipment_BunnyHood7,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1277,SOH_UI,Equipment_BunnyHood7,Equipment_BunnyHood7,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1285,SOH_UI,Consumable_GreenRupee1,Consumable_GreenRupee1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1287,SOH_UI,Consumable_GreenRupee2,Consumable_GreenRupee2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1290,SOH_UI,Consumable_GreenRupee3,Consumable_GreenRupee3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1292,SOH_UI,Consumable_GreenRupee4,Consumable_GreenRupee4,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1297,SOH_UI,RainbowBridge_StartGrayscale,RainbowBridge_StartGrayscale,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1298,SOH_UI,RainbowBridge_MakeGreen,RainbowBridge_MakeGreen,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1300,SOH_UI,RainbowBridge_EndGrayscaleAndEndDlist,RainbowBridge_EndGrayscaleAndEndDlist,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1303,SOH_UI,RainbowBridge_StartGrayscale,RainbowBridge_StartGrayscale,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1304,SOH_UI,RainbowBridge_MakeGreen,RainbowBridge_MakeGreen,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1305,SOH_UI,RainbowBridge_EndGrayscaleAndEndDlist,RainbowBridge_EndGrayscaleAndEndDlist,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1311,SOH_UI,Consumable_BlueRupee1,Consumable_BlueRupee1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1313,SOH_UI,Consumable_BlueRupee2,Consumable_BlueRupee2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1316,SOH_UI,Consumable_BlueRupee3,Consumable_BlueRupee3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1318,SOH_UI,Consumable_BlueRupee4,Consumable_BlueRupee4,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1324,SOH_UI,Consumable_RedRupee1,Consumable_RedRupee1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1326,SOH_UI,Consumable_RedRupee2,Consumable_RedRupee2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1329,SOH_UI,Consumable_RedRupee3,Consumable_RedRupee3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1331,SOH_UI,Consumable_RedRupee4,Consumable_RedRupee4,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1337,SOH_UI,Consumable_PurpleRupee1,Consumable_PurpleRupee1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1339,SOH_UI,Consumable_PurpleRupee2,Consumable_PurpleRupee2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1342,SOH_UI,Consumable_PurpleRupee3,Consumable_PurpleRupee3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1344,SOH_UI,Consumable_PurpleRupee4,Consumable_PurpleRupee4,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1350,SOH_UI,Consumable_GoldRupee1,Consumable_GoldRupee1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1352,SOH_UI,Consumable_GoldRupee2,Consumable_GoldRupee2,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1355,SOH_UI,Consumable_GoldRupee3,Consumable_GoldRupee3,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1357,SOH_UI,Consumable_GoldRupee4,Consumable_GoldRupee4,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1365,SOH_UI,Consumable_Hearts1,Consumable_Hearts1,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
