id,system,english,spanish_before,risk_class,gameplay_critical,source_file,source_line,actor,scene,context_summary,evidence,glossary_terms,issue_found,decision,spanish_after,confidence,reviewer_note
Rando::GIMESSAGE::RG_WATER_TEMPLE_BOSS_KEY,MAIN_GAME,You found the bWater Temple wBoss Key!,¡Encontraste la Llave Jefe del Templo del Agua!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la Llave Jefe del Templo del Agua!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_SPIRIT_TEMPLE_BOSS_KEY,MAIN_GAME,You found the ySpirit Temple wBoss Key!,¡Encontraste la Llave Jefe del Templo del Espíritu!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la Llave Jefe del Templo del Espíritu!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_SHADOW_TEMPLE_BOSS_KEY,MAIN_GAME,You found the pShadow Temple wBoss Key!,¡Encontraste la Llave Jefe del Templo de la Sombra!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la Llave Jefe del Templo de la Sombra!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_GANONS_CASTLE_BOSS_KEY,MAIN_GAME,You found the rGanon's Castle wBoss Key!,¡Encontraste la Llave Jefe del Castillo de Ganon!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la Llave Jefe del Castillo de Ganon!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_DEKU_TREE_MAP,MAIN_GAME,You found the gDeku Tree wMap![typeHint],¡Encontraste el Mapa del Árbol Deku![typeHint],HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el Mapa del Árbol Deku![typeHint],HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_DODONGOS_CAVERN_MAP,MAIN_GAME,You found the rDodongo's Cavern wMap![typeHint],¡Encontraste el Mapa de la Cueva de Dodongo![typeHint],HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el Mapa de la Cueva de Dodongo![typeHint],HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_JABU_JABUS_BELLY_MAP,MAIN_GAME,You found the bJabu Jabu's Belly wMap![typeHint],¡Encontraste el Mapa de la Barriga de Jabu Jabu![typeHint],HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el Mapa de la Barriga de Jabu Jabu![typeHint],HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_FOREST_TEMPLE_MAP,MAIN_GAME,You found the gForest Temple wMap![typeHint],¡Encontraste el Mapa del Templo del Bosque![typeHint],HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el Mapa del Templo del Bosque![typeHint],HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_FIRE_TEMPLE_MAP,MAIN_GAME,You found the rFire Temple wMap![typeHint],¡Encontraste el Mapa del Templo del Fuego![typeHint],HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el Mapa del Templo del Fuego![typeHint],HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_WATER_TEMPLE_MAP,MAIN_GAME,You found the bWater Temple wMap![typeHint],¡Encontraste el Mapa del Templo del Agua![typeHint],HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el Mapa del Templo del Agua![typeHint],HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_SPIRIT_TEMPLE_MAP,MAIN_GAME,You found the ySpirit Temple wMap![typeHint],¡Encontraste el Mapa del Templo del Espíritu![typeHint],HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el Mapa del Templo del Espíritu![typeHint],HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_SHADOW_TEMPLE_MAP,MAIN_GAME,You found the pShadow Temple wMap![typeHint],¡Encontraste el Mapa del Templo de la Sombra![typeHint],HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el Mapa del Templo de la Sombra![typeHint],HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_BOTTOM_OF_THE_WELL_MAP,MAIN_GAME,You found the pBottom of the Well wMap![typeHint],¡Encontraste el Mapa del Fondo del Pozo![typeHint],HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el Mapa del Fondo del Pozo![typeHint],HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_ICE_CAVERN_MAP,MAIN_GAME,You found the cIce Cavern wMap![typeHint],¡Encontraste el Mapa de la Cueva de Hielo![typeHint],HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el Mapa de la Cueva de Hielo![typeHint],HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_DEKU_TREE_COMPASS,MAIN_GAME,You found the gDeku Tree wCompass!,¡Encontraste la Brújula del Árbol Deku!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la Brújula del Árbol Deku!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_DODONGOS_CAVERN_COMPASS,MAIN_GAME,You found the rDodongo's Cavern wCompass!,¡Encontraste la Brújula de la Cueva de Dodongo!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la Brújula de la Cueva de Dodongo!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_JABU_JABUS_BELLY_COMPASS,MAIN_GAME,You found the bJabu Jabu's Belly wCompass!,¡Encontraste la Brújula de la Barriga de Jabu Jabu!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la Brújula de la Barriga de Jabu Jabu!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_FOREST_TEMPLE_COMPASS,MAIN_GAME,You found the gForest Temple wCompass!,¡Encontraste la Brújula del Templo del Bosque!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la Brújula del Templo del Bosque!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_FIRE_TEMPLE_COMPASS,MAIN_GAME,You found the rFire Temple wCompass!,¡Encontraste la Brújula del Templo del Fuego!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la Brújula del Templo del Fuego!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_WATER_TEMPLE_COMPASS,MAIN_GAME,You found the bWater Temple wCompass!,¡Encontraste la Brújula del Templo del Agua!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la Brújula del Templo del Agua!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_SPIRIT_TEMPLE_COMPASS,MAIN_GAME,You found the ySpirit Temple wCompass!,¡Encontraste la Brújula del Templo del Espíritu!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la Brújula del Templo del Espíritu!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_SHADOW_TEMPLE_COMPASS,MAIN_GAME,You found the pShadow Temple wCompass!,¡Encontraste la Brújula del Templo de la Sombra!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la Brújula del Templo de la Sombra!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_BOTTOM_OF_THE_WELL_COMPASS,MAIN_GAME,You found the pBottom of the Well wCompass!,¡Encontraste la pBrújula del Pozow!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la pBrújula del Pozow!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_ICE_CAVERN_COMPASS,MAIN_GAME,You found the cIce Cavern wCompass!,¡Encontraste la cBrújula de la Caverna de Hielow!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la cBrújula de la Caverna de Hielow!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_CHILD_WALLET,MAIN_GAME,You got a rChild's Walletw! Now you can carry up to y99 rupeesw!,¡Obtuviste la rBilletera Infantilw! ¡Ahora puedes llevar hasta y99 rupiasw!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Obtuviste la rBilletera Infantilw! ¡Ahora puedes llevar hasta y99 rupiasw!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_GOHMA_SOUL,MAIN_GAME,You found the soul for gGohmaw!,¡Encontraste el alma de gGohmaw!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el alma de gGohmaw!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_KING_DODONGO_SOUL,MAIN_GAME,You found the soul for rKing Dodongow!,¡Encontraste el alma de rKing Dodongow!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el alma de rKing Dodongow!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_BARINADE_SOUL,MAIN_GAME,You found the soul for bBarinadew!,¡Encontraste el alma de bBarinadew!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el alma de bBarinadew!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_PHANTOM_GANON_SOUL,MAIN_GAME,You found the soul for gPhantom Ganonw!,¡Encontraste el alma de gPhantom Ganonw!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el alma de gPhantom Ganonw!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_VOLVAGIA_SOUL,MAIN_GAME,You found the soul for rVolvagiaw!,¡Encontraste el alma de rVolvagiaw!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el alma de rVolvagiaw!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_MORPHA_SOUL,MAIN_GAME,You found the soul for bMorphaw!,¡Encontraste el alma de bMorphaw!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el alma de bMorphaw!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_BONGO_BONGO_SOUL,MAIN_GAME,You found the soul for pBongo Bongow!,¡Encontraste el alma de pBongo Bongow!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el alma de pBongo Bongow!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_TWINROVA_SOUL,MAIN_GAME,You found the soul for yTwinrovaw!,¡Encontraste el alma de yTwinrovaw!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el alma de yTwinrovaw!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_GANON_SOUL,MAIN_GAME,You found the soul for cGanonw!,¡Encontraste el alma de cGanonw!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste el alma de cGanonw!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_BRONZE_SCALE,MAIN_GAME,You got the rBronze Scalew! The power of buoyancy is yours!,¡Obtuviste la rEscama de Bronzew! ¡El poder de la flotabilidad es tuyo!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Obtuviste la rEscama de Bronzew! ¡El poder de la flotabilidad es tuyo!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_FISHING_POLE,MAIN_GAME,You found a lost rFishing Polew! Time to hit the pond!,¡Encontraste una rCaña de Pescarw perdida! ¡Es hora de ir al estanque!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste una rCaña de Pescarw perdida! ¡Es hora de ir al estanque!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_BOMBCHU_BAG,MAIN_GAME,You found the rBombchu Bagw!,¡Encontraste la rBolsa de Bombchuw!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la rBolsa de Bombchuw!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_BOMB_BAG_INF,MAIN_GAME,You got an rInfinite Bomb Bagw! Now you have yinfinite bombsw!,¡Obtuviste una rBolsa de Bombas Infinitaw! ¡Ahora tienes ybombas infinitasw!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Obtuviste una rBolsa de Bombas Infinitaw! ¡Ahora tienes ybombas infinitasw!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_QUIVER_INF,MAIN_GAME,You got an rInfinite Quiverw! Now you have yinfinite arrowsw!,¡Obtuviste un rCarcaj Infinitow! ¡Ahora tienes yflechas infinitasw!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Obtuviste un rCarcaj Infinitow! ¡Ahora tienes yflechas infinitasw!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_SKELETON_KEY,MAIN_GAME,You found the rSkeleton Keyw!,¡Encontraste la rLlave Esqueletow!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la rLlave Esqueletow!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_DEKU_STICK_BAG,MAIN_GAME,You found the rDeku Stick Bagw! You can now hold Deku Sticks!,¡Encontraste la rBolsa de Palos Dekuw! ¡Ahora puedes llevar Palos Deku!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la rBolsa de Palos Dekuw! ¡Ahora puedes llevar Palos Deku!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
Rando::GIMESSAGE::RG_DEKU_NUT_BAG,MAIN_GAME,You found the rDeku Nut Bagw! You can now hold Deku Nuts!,¡Encontraste la rBolsa de Nueces Dekuw! ¡Ahora puedes llevar Nueces Deku!,HIGH_RISK,NO,soh/soh/Enhancements/randomizer/randomizer.cpp,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Encontraste la rBolsa de Nueces Dekuw! ¡Ahora puedes llevar Nueces Deku!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
0x0003,MAIN_GAME,"You got an Odd Mushroom! A fresh mushroom like this is sure to spoil quickly! Take it to the Kakariko Potion Shop, quickly!","¡Obtuviste un Hongo Extraño! Un hongo fresco como este ¡se arruinará rápido! ¡Llévalo a la Tienda de Pociones de Kakariko, rápido!",HIGH_RISK,NO,oot.o2r::text/nes_message_data_static,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"¡Obtuviste un Hongo Extraño! Un hongo fresco como este ¡se arruinará rápido! ¡Llévalo a la Tienda de Pociones de Kakariko, rápido!",HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
0x0006,MAIN_GAME,Bombs   20 Pieces   80 Rupees  [CHOICE:2]Buy Don't buy,Bombas   20 Piezas   80 Rupias  [CHOICE:2]Comprar No comprar,HIGH_RISK,NO,oot.o2r::text/nes_message_data_static,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,Bombas   20 Piezas   80 Rupias  [CHOICE:2]Comprar No comprar,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
0x0007,MAIN_GAME,You got a  Deku Seeds Bullet Bag. This bag can hold up to 40 slingshot bullets.,¡Obtuviste la Bolsa de Semillas Deku. Esta bolsa puede contener hasta 40 balas de cerbatana.,HIGH_RISK,NO,oot.o2r::text/nes_message_data_static,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Obtuviste la Bolsa de Semillas Deku. Esta bolsa puede contener hasta 40 balas de cerbatana.,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
0x000A,MAIN_GAME,The Biggoron's Sword... You got a Claim Check for it! You can't wait for the sword to be completed!,La Espada Biggoron... ¡Obtuviste un Talón de Reclamación por ella! ¡No puedes esperar a que la espada esté lista!,HIGH_RISK,NO,oot.o2r::text/nes_message_data_static,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,La Espada Biggoron... ¡Obtuviste un Talón de Reclamación por ella! ¡No puedes esperar a que la espada esté lista!,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
0x001E,MAIN_GAME,Bombs   30 Pieces   120 Rupees  [CHOICE:2]Buy Don't buy,Bombas   30 Piezas   120 Rupias  [CHOICE:2]Comprar No comprar,HIGH_RISK,NO,oot.o2r::text/nes_message_data_static,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,Bombas   30 Piezas   120 Rupias  [CHOICE:2]Comprar No comprar,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
0x0024,MAIN_GAME,"Since you've destroyed @ Spiders of the Curse, the curse is starting to weaken! --- PAGE --- Did the kids who returned to normal give you any rewards? --- PAGE --- You should know that the only way to become very rich is to destroy as many Spiders of the Curse as possible! --- PAGE --- There are some tricks to finding them all! First of all, you'll have to hunt at night. Secondly, keep in mind that they love soft soil... --- PAGE --- Pay close attention to your surroundings! Please, we're counting on you!","Desde que has destruido @ Arañas de la Maldición, la maldición está empezando a debilitarse! --- PAGE --- ¿Los niños que volvieron a la normalidad te daron alguna recompensa? --- PAGE --- Debes saber que la única manera de hacerse muy rico es destruir tantas Arañas de la Maldición como sea posible! --- PAGE --- ¡Hay algunos trucos para encontrarlas a todas! Primero, tendrás que cazar de noche. Segundo, ten en cuenta que aman la tierra suave... --- PAGE --- ¡Presta mucha atención a tu entorno! ¡Por favor, contamos contigo!",HIGH_RISK,NO,oot.o2r::text/nes_message_data_static,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"Desde que has destruido @ Arañas de la Maldición, la maldición está empezando a debilitarse! --- PAGE --- ¿Los niños que volvieron a la normalidad te daron alguna recompensa? --- PAGE --- Debes saber que la única manera de hacerse muy rico es destruir tantas Arañas de la Maldición como sea posible! --- PAGE --- ¡Hay algunos trucos para encontrarlas a todas! Primero, tendrás que cazar de noche. Segundo, ten en cuenta que aman la tierra suave... --- PAGE --- ¡Presta mucha atención a tu entorno! ¡Por favor, contamos contigo!",HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
0x002A,MAIN_GAME,Bombchu   20 Pieces   180 Rupees  [CHOICE:2]Buy Don't buy,Bombchu   20 Piezas   180 Rupias  [CHOICE:2]Comprar No comprar,HIGH_RISK,NO,oot.o2r::text/nes_message_data_static,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,Bombchu   20 Piezas   180 Rupias  [CHOICE:2]Comprar No comprar,HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
0x0030,MAIN_GAME,"You found the Fairy Slingshot! On the Select Item Subscreen, you can set it to [R], [L] or [Z]. --- PAGE --- Press [C] to take it out and hold it. As you hold [C] you can aim  with [D-Pad]. Release [C] to unleash  a Deku Seed. --- PAGE --- If you want to shoot right  away, when you first press [C],  hold down [C] a little longer to  get a seed ready.","¡Encontraste la Cerbatana de Hada! En el submenú de Selección de Items, puedes asignarla a [R], [L] o [Z]. --- PAGE --- Presiona [C] para sacarla y sostenerla. Mientras sostienes [C] puedes apuntar con [D-Pad]. Suelta [C] para lanzar una Semilla Deku. --- PAGE --- Si quieres disparar de inmediato, cuando presiones [C] por primera vez, mantén presionado [C] un poco más para preparar una semilla.",HIGH_RISK,NO,oot.o2r::text/nes_message_data_static,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"¡Encontraste la Cerbatana de Hada! En el submenú de Selección de Items, puedes asignarla a [R], [L] o [Z]. --- PAGE --- Presiona [C] para sacarla y sostenerla. Mientras sostienes [C] puedes apuntar con [D-Pad]. Suelta [C] para lanzar una Semilla Deku. --- PAGE --- Si quieres disparar de inmediato, cuando presiones [C] por primera vez, mantén presionado [C] un poco más para preparar una semilla.",HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
0x0031,MAIN_GAME,"You found the Fairy Bow! On the Select Item Subscreen, you can set it to [R], [L] or [Z]. --- PAGE --- Press [C] to take it out and hold it. As you hold down [C] you can aim with [D-Pad]. Release [C] to let fly with an arrow.","¡Encontraste el Arco de Hada! En el submenú de Selección de Items, puedes asignarlo a [R], [L] o [Z]. --- PAGE --- Presiona [C] para sacarlo y sostenerlo. Mientras mantienes presionado [C] puedes apuntar con [D-Pad]. Suelta [C] para disparar una flecha.",HIGH_RISK,NO,oot.o2r::text/nes_message_data_static,,,,Hint / Shop / Item gameplay text,Source code context & item / shop interaction,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"¡Encontraste el Arco de Hada! En el submenú de Selección de Items, puedes asignarlo a [R], [L] o [Z]. --- PAGE --- Presiona [C] para sacarlo y sostenerlo. Mientras mantienes presionado [C] puedes apuntar con [D-Pad]. Suelta [C] para disparar una flecha.",HIGH,"Audited for item description, price, condition, choice logic. CERTIFIED."
