id,english,current_spanish,category,risk_level,context_source,context_summary,literal_translation_risk,gameplay_risk,terminology_risk,decision,corrected_spanish,confidence,notes
0x2016,"I wish I could go to the mask
shop in town to buy a present for
my kid...
--- PAGE ---
...sigh...","Ojalá pudiera ir a la tienda de
máscaras del pueblo para comprar un regalo para
mi hijo.
--- PAGE ---
...suspiro...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2017,Oh no... He's not breathing...,Oh no... No está respirando...,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2018,[PLAYER]!?,¿¡[PLAYER]!?,NPC_DIALOGUE,CRITICAL_GAMEPLAY,oot.o2r::text/nes_message_data_static,Puzzle / Dungeon / Spatial navigation hint,LOW,HIGH,LOW,ACCEPT,,HIGH,
0x2019,Arrrrgh! I lost her!,¡¡Arrrrgh! ¡La perdí!,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x201A,"You, over there! 
Little kid!","¡Tú, ahí! 
¡Chico!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x201B,"Heh heh heh...
You want a piece of me?!
Very funny!
I like your attitude!","Je je je...
¿Quieres una parte de mí? ¡¿?
¡Muy gracioso!
¡Me gusta tu actitud!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x201C,"Pathetic little fool!
Do you realize who you are
dealing with?!","¡Patético pequeño tonto!
¿¿Te das cuenta con quién
estás tratando??",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x201D,"I am Ganondorf!
And soon, I will rule the world!","¡Soy Ganondorf!
¡Y pronto, gobernaré el mundo!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x201E,"You must have seen the white
horse gallop past just now...
Which way did it go?!
Answer me!!","Debes haber visto al caballo
blanco pasar galopando hace un momento...
¿¿Por dónde se fue?? ¡¡Respóndeme!!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x201F,"Tsk tsk...When your time is
up, I'll kick you out of here.","Shh shh...Cuando tu tiempo se
acabe, te sacaré de aquí.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2020,"My boy will be very happy with 
this! You really are Mr. Hero!
Wha ha ha hah!","¡Mi hijo estará muy feliz con
esto! ¡Eres realmente un señor Héroe!
¡Wha ha ha hah!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2021,"You sold the 10-Rupee mask for 
15 Rupees. You earned a little
profit.
--- PAGE ---
Let's go to the Mask Shop and
pay back the mask price of 
10 Rupees.","Vendiste la máscara de 10 Rupias por
15 Rupias. Ganaste un poco
de ganancia.
--- PAGE ---
Vamos a la Tienda de Máscaras a
pagar el precio de la máscara de
10 Rupias.",NPC_DIALOGUE,MEDIUM_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2022,"Little kids can't go on the 
""Heart-Pounding Gravedigging
Tour"" described on the sign.
--- PAGE ---
Since I can't do that, I'm just 
imitating Damp the gravekeeper 
all day.
--- PAGE ---
But with my cute face, I'm not
heart-pounding at all, am I?","Los niños no pueden ir a la
""Emocionante Gira de Excavación
de Tumbas"" que describe el letrero.
--- PAGE ---
Como no puedo hacer eso, solo
estoy imitando a Damp— el sepulturero
todo el día.
--- PAGE ---
Pero con mi cara linda, no estoy
para nada emocionante, ¿verdad?",NPC_DIALOGUE,MEDIUM_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2023,"Gyaah! It's Damp the 
gravekeeper!
--- PAGE ---
???
--- PAGE ---
Oh, it's just a mask. I get a 
different kind of fright from that
mask than I get from Damp...
--- PAGE ---
Will you give that mask to me?

[CHOICE:2]Yes
No way","¡Gyaah! ¡Es Damp— el
sepulturero!
--- PAGE ---
???
--- PAGE ---
Oh, es solo una máscara. Recibo un
tipo diferente de susto de esa
máscara que el de Damp—...
--- PAGE ---
¿Me darás esa máscara?

[CHOICE:2]Sí
De ninguna manera",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x2024,"I really do have some money, you
know.","De hecho sí tengo dinero,
¿sabes?",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2025,"Hey! Time's up, young man!
You only paid 10 Rupees!
You've played around long enough!","¡Oye! ¡Se acabó el tiempo, jovencito!
¡Solo pagaste 10 Rupias!
¡Ya jugaste suficiente!",NPC_DIALOGUE,CRITICAL_GAMEPLAY,oot.o2r::text/nes_message_data_static,Puzzle / Dungeon / Spatial navigation hint,LOW,HIGH,LOW,ACCEPT,,HIGH,
0x2026,"With this mask, I'll be just like 
Damp! 
Here's my money!","Con esta máscara, ¡seré igual que
Damp—! 
¡Aquí está mi dinero!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2027,"You sold the 30-Rupee mask to a
kid for full price?! 
And he didn't mind paying at all!
--- PAGE ---
Let's go back to the mask shop to
pay 30 Rupees for the mask. 
You can get the new mask 
model, too.","¿¿Vendiste la máscara de 30 Rupias a un
niño a precio completo?? ¡¿Y él no
tenía problema en pagar?! ¡¿?!
--- PAGE ---
Volvamos a la tienda de máscaras a
pagar 30 Rupias por la máscara. 
También puedes obtener la nueva
modelo de máscara.",NPC_DIALOGUE,MEDIUM_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2028,"I'm gonna dig and dig! 
Just like Damp!!","¡Voy a cavar y cavar! 
¡¡Igual que Damp—!!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2029,"In old times, I heard there were 
many wild rabbits in the land 
of Hyrule. Not anymore, though, 
because of excessive hunting.
--- PAGE ---
I want to become a rabbit...
Listen to the wind with 
those ears, hop across the ground
with those legs...
--- PAGE ---
Even if I can only pretend.","En la antigüedad, escuché que había
muchos conejos salvajes en la tierra
de Hyrule. Pero ya no, debido
a la caza excesiva.
--- PAGE ---
Quiero convertirme en un conejo...
Escuchar el viento con
esas orejas, saltar por el suelo
con esas piernas...
--- PAGE ---
Aunque solo sea de mentira.",NPC_DIALOGUE,MEDIUM_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x202A,"I bet with those long ears you 
can hear the voices... 
Oh, these are genuine rabbit
ears from the animal of legend!","Apostaría que con esas orejas largas
puedes escuchar las voces... 
Oh, estas son orejas genuinas de
conejo del animal de la leyenda.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x202B,"I don't care how expensive it is!
Please sell it to me!
[CHOICE:2]Yes
No way","¡No me importa cuán caro sea!
¡Por favor véndemelo!
[CHOICE:2]Sí
De ninguna manera",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x202C,"That's not the answer I wanted to 
hear!","¡Esa no es la respuesta que quería
escuchar!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x202D,"My long time dream! Returning to
the wild life! Finally, the actor, 
stage and prop have been united!","¡Mi sueño de mucho tiempo! Volver a
la vida salvaje. ¡Finalmente, el actor,
escenario y utilería están unidos!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x202E,"It's a 50-Rupee mask, but he paid
you a crazy amount of money for
it--more money than you can 
count!
--- PAGE ---
Go back to the Mask Shop and 
pay back just 50 Rupees of this
money.","Es una máscara de 50 Rupias, pero te pagó
una cantidad absurda de dinero por
ella, más dinero del que puedes
contar.
--- PAGE ---
Vuelve a la Tienda de Máscaras y
paga solo 50 Rupias de este
dinero.",NPC_DIALOGUE,MEDIUM_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x202F,"So, you think you can protect
them from me...
You've got guts, kid.","Así que, ¿piensas que puedes protegerlos
de mí...
Tienes agallas, chico.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2030,"There are some people in Kakariko
spreading rumors that I cheated
Talon out of the ranch, but...
--- PAGE ---
Don't be ridiculous!
--- PAGE ---
That guy Talon was weak!
I, the hard-working Ingo, poured 
so much energy into this place!
--- PAGE ---
I don't want any strangers like
you saying anything bad about me!
--- PAGE ---
Listen. The great Ganondorf
recognized my obvious talents and
gave the ranch to me!
--- PAGE ---
I will raise a fine horse and
win recognition from the great 
Ganondorf!
--- PAGE ---
Say, young man, do you want
to ride one of my fine horses?","Hay gente en Kakariko
esparciendo rumores de que engañé
a Talon para quedarme con la rancha, pero...
--- PAGE ---
¡No seas ridículo!
--- PAGE ---
¡Ese tipo de Talon era débil!
Yo, el trabajador Ingo, le dediqué
tanta energía a este lugar.
--- PAGE ---
¡No quiero que ningún extraño como
tú diga nada malo de mí!
--- PAGE ---
Escucha. ¡El gran Ganondorf
reconoció mis obvios talentos y
me dio la rancha!
--- PAGE ---
¡Crío un caballo fino y
gano el reconocimiento del gran
Ganondorf!
--- PAGE ---
Oye, jovencito, ¿quieres
montar uno de mis finos caballos?",NPC_DIALOGUE,MEDIUM_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2031,"Pay me 10 Rupees and you can 
ride.
[CHOICE:2]Ride
Don't ride","Págame 10 Rupias y podrás
montar.
[CHOICE:2]Montar
No montar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x2032,"All right then, scram 
ya little punk!","Está bien entonces, vete
¡pequeño pícaro!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2033,"You don't have enough!
Save your change and 
come back again!","¡No tienes suficiente!
¡Guarda tu cambio y
vuelve de nuevo!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2034,"Do you want to hear how to ride?

[CHOICE:2]Listen
Don't listen","¿Quieres escuchar cómo montar?

[CHOICE:2]Escuchar
No escuchar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x2035,"Approach the horse quietly and 
stand by its side. Press [A] to 
mount up.
--- PAGE ---
Use the [D-Pad] to make it run. 
Once it starts running, press
[A] to tap it with the whip. 
It will speed up!
--- PAGE ---
When you want to jump over a
fence, accelerate and hit it
head on!
--- PAGE ---
If you try to jump over a fence 
at an angle, the horse won't like
it, and it won't jump.
--- PAGE ---
After the horse comes to a 
complete stop, press [A] to 
dismount. Now, have fun!","Acércate al caballo en silencio y
párate a su lado. Presiona [A] para
subir.
--- PAGE ---
Usa el [D-Pad] para hacerlo correr.
Una vez que empiece a correr, presiona
[A] para darle latigazos.
¡Acelerará!
--- PAGE ---
Cuando quieras saltar una
valla, acelera y golpéalode frente.
--- PAGE ---
Si intentas saltar una valla
en ángulo, al caballo no le gustará
y no saltará.
--- PAGE ---
Después de que el caballo se detenga
por completo, presiona [A] para
bajarte. ¡Ahora, diviértete!",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x2036,"If you use [C-Left] Targeting, you can 
talk to me from horseback.
--- PAGE ---
Are you ready to go home so 
soon?
[CHOICE:2]No, I want to ride.
Yes, I'm done.","Si usas el targeting con [C-Left], puedes
hablarme desde la montura del caballo.
--- PAGE ---
¿Estás listo para irte a casa
tan pronto?
[CHOICE:2]No, quiero seguir montando.
Sí, ya terminé.",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x2037,"When you want to dismount, stop 
and press [A].
--- PAGE ---
Hey young man!
Do I know you? I just felt as 
though I've seen you
somewhere before...","Cuando quieras bajarte, detente
y presiona [A].
--- PAGE ---
¡Eh jovencito!
¿Te conozco? Solo sentí que
te había visto
en algún lado antes...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2038,"You're getting better!
How about a little race with me?
One lap around the corral with
that horse.
--- PAGE ---
Let's make a little wager, say
50 Rupees?
[CHOICE:2]Do it
Don't do it","¡Te estás mejorando!
¿Qué tal una pequeña carrera conmigo?
Una vuelta alrededor del corral con
ees caballo.
--- PAGE ---
Hagamos una pequeña apuesta, ¿qué tal
50 Rupias?
[CHOICE:2]Hacerlo
No hacerlo",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x2039,"Hey hey... What's the matter?
Don't you have even 50 Rupees?!
I don't want to race with someone
so poor!","Oye oye... ¿Qué pasa?
¿¿No tienes ni 50 Rupias?? ¡¿?
No quiero competir con alguien
tan pobre.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x203A,"Sh-shoooot!
--- PAGE ---
If the great Ganondorf found out
about this humiliation...
Hey, you!!  How about another
race!  If you win...
--- PAGE ---
You can keep...the horse!!","¡¡Maldita sea!!
--- PAGE ---
Si el gran Ganondorf se enterara
de esta humillación...
¡Oye, tú!  ¿Qué tal otra
carrera!  Si ganas...
--- PAGE ---
Puedes quedarte... ¡¡el caballo!!",NPC_DIALOGUE,MEDIUM_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x203B,"What's up with that horse?!
Is that Epona?
--- PAGE ---
How did you tame that wild horse
right under my nose?!
--- PAGE ---
I was going to present that horse
to the great Ganondorf... But I bet
it on the race and lost! Shooot!","¿¡Qué onda con ese caballo?! ¡¿Es eso Epona?
--- PAGE ---
¿Cómo domaste a ese caballo salvaje
justo bajo mi nariz?! ¡¿?
--- PAGE ---
Iba a presentarle ese caballo
al gran Ganondorf... ¡Pero lo apuesta
y lo perdí! ¡¡Maldita sea!",NPC_DIALOGUE,MEDIUM_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x203C,"Hah ha hah!
--- PAGE ---
As I promised, I'll give the 
horse to you...
--- PAGE ---
However...
--- PAGE ---
I'll never let you leave this ranch!","¡Hah ha hah!
--- PAGE ---
Como prometí, te daré el
caballo...
--- PAGE ---
Pero...
--- PAGE ---
¡¡Nunca te dejaré salir de esta rancha!!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x203D,"Hee hee hee... Too bad for you!
I get your 50 Rupees.","Je je je... ¡Qué lástima por ti!
Me quedo con tus 50 Rupias.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x203E,"Wah ha hah!
You're just a kid, after all!
Well, come back any time and we'll
have some more fun...","¡Wah ha hah!
¡Después de todo, solo eres un niño!
Bueno, vuelve cuando quieras y
tendremos más diversión...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x203F,"What?  What are you doing 
hanging around here?
You little weirdo!
--- PAGE ---
I am Ingo and I mind the ranch.
--- PAGE ---
I've been working at this ranch 
for a long time for that lazy
bum, Talon.
--- PAGE ---
Today, for example, he's gone
somewhere for a delivery and he 
hasn't come back yet!
--- PAGE ---
So, I'm doing all the work around
here.","¿Qué? ¿Qué estás haciendo
por aquí?
¡Chico raro!
--- PAGE ---
Soy Ingo y cuido la rancha.
--- PAGE ---
He estado trabajando en esta rancha
por mucho tiempo para ese holgazán
de Talon.
--- PAGE ---
Hoy, por ejemplo, se fue
a algún lado por una entrega y
¡aún no ha vuelto!
--- PAGE ---
Así que estoy haciendo todo el trabajo
por aquí.",NPC_DIALOGUE,MEDIUM_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2040,"Oh well...It's tough to be a
working man.","Oh bueno...Es difícil ser un
hombre que trabaja.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2041,"Hey, your clothes! They're...
different...
You're not from around here, 
are you?
--- PAGE ---
.................
--- PAGE ---
Ohh... You're a fairy boy from 
the forest! My name is Malon!
My dad owns Lon Lon Ranch!","Oye, ¡tus ropas! Son...
diferentes...
No eres de por aquí, 
¿o sí?
--- PAGE ---
.................
--- PAGE ---
¡Ohh...! Eres un niño hada del 
¡bosque! ¡Me llamo Malon!
¡Mi papá es dueño de la Rancha Lon Lon!",NPC_DIALOGUE,MEDIUM_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2042,"Dad went to the castle to deliver
some milk, and he hasn't come
back yet...","Mi papá fue al castillo a llevar
leche y no ha vuelto
nada...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2043,"Are you going to the castle,
fairy boy?
Would you mind finding my dad?
--- PAGE ---
He must have fallen asleep 
somewhere around the castle. 
What a thing for an adult to do!
Tee hee!
--- PAGE ---
Oh yeah, if you'll look for him, I'll 
give this to you.
--- PAGE ---
I've been incubating this
egg very carefully...
Tee hee!","¿Vas al castillo, 
niño hada?
¿Podrías encontrar a mi papá?
--- PAGE ---
Se debe haber dormido 
en algún lugar del castillo. 
¡Qué cosas hace un adulto!
¡Je je!
--- PAGE ---
¡Ah, sí! Si lo buscas, te voy a
dar esto.
--- PAGE ---
He estado incubando este
huevo con mucho cuidado...
¡Je je!",NPC_DIALOGUE,MEDIUM_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2044,"Set the egg to [C] to incubate it.
Hee hee!
--- PAGE ---
My dad is really troublesome,
for an adult, isn't he?!
Hee hee!","Pon el huevo en [C] para incubarlo.
¡Je je!
--- PAGE ---
Mi papá es muy problemático
para ser adulto, ¿no?
¡Je je!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2045,"I can't believe that I, the great
Ingo, am working on this dump of
a ranch!
--- PAGE ---
Because the owner is so lazy, I
always have to do all the work 
around here!","¡No puedo creer que yo, el gran
Ingo, esté trabajando en este
establo de rancho!
--- PAGE ---
¡Como el dueño es tan flojo, yo
siempre tengo que hacer todo el
trabajo por aquí!",NPC_DIALOGUE,MEDIUM_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2046,"I, the hard-working Ingo, should be 
in charge, not that lazy bum, 
Talon!","¡Yo, el trabajador Ingo, debería
tar la rienda, no ese holgazán
de Talon!",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x2047,"Oh, it's the fairy boy again!
--- PAGE ---
I heard that you found my dad!
How did you like the castle? Did
you see the Princess? Hee hee!
--- PAGE ---
Dad came home in a hurry after
you found him. Hee hee!
--- PAGE ---
Oh yeah, I have to introduce you
to my friend, fairy boy!
--- PAGE ---
She's this horse. Her name is
Epona. Isn't she cute?","¡Oh, es el niño hada otra vez!
--- PAGE ---
¡Escuché que encontraste a mi papá!
¿Qué tal el castillo? ¿Viste a
la Princesa? ¡Je je!
--- PAGE ---
¡Papá llegó corriendo a casa
después de que lo encontraste! ¡Je je!
--- PAGE ---
¡Oh, sí! Tengo que presentarte
a mi amiga, ¡niño hada!
--- PAGE ---
Es esta caballo. Se llama
Epona. ¿No es preciosa?",NPC_DIALOGUE,MEDIUM_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2048,"It seems like Epona is afraid of 
you, fairy boy...","Parece que Epona le tiene miedo
a ti, niño hada...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2049,"My mother composed this song.  
Isn't it nice?  Let's sing together.","Mi mamá compuso esta canción.  
¿No es bonita?  Cantemos juntos.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x204A,"Oh, Epona!  She's grown fond of
you, fairy boy.","¡Oh, Epona!  Se ha encariñado
contigo, niño hada.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x204B,Z Z Z Z Z Z Z Z Z Z Z Z Z Z Z...,Z Z Z Z Z Z Z Z Z Z Z Z Z Z Z...,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x204C,"Oh...a visitor!
It's been a long time since we've
had a visitor here...
Where did you come from?
--- PAGE ---
Since Ganondorf came, people in
the Castle Town have gone, places
have been ruined, and monsters
are wandering everywhere.
--- PAGE ---
Mr. Ingo is just using the ranch
to gain Ganondorf's favor...
--- PAGE ---
Everyone seems to be turning evil...
--- PAGE ---
But Dad...
He was kicked out of the ranch
by Mr. Ingo...
--- PAGE ---
If I disobey Mr. Ingo, he will treat
the horses so badly...
--- PAGE ---
So...
There's nothing I can do...","Oh... ¡un visitante!
Ha pasado mucho tiempo desde que
hubo un visitante por aquí...
¿De dónde viniste?
--- PAGE ---
Desde que Ganondorf llegó, la gente
del Pueblo del Castillo se fue, los
lugares están destruidos y monstruos
vagando por todas partes.
--- PAGE ---
El señor Ingo solo está usando la
rancho para ganar el favor de
Ganondorf...
--- PAGE ---
¡Parece que todos se están
volviendo malvados!
--- PAGE ---
Pero papá...
Lo echaron de la rancho
por el señor Ingo...
--- PAGE ---
Si desobedezco al señor Ingo, maltratará
a los caballos terriblemente...
--- PAGE ---
Entonces...
No puedo hacer nada...",NPC_DIALOGUE,MEDIUM_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x204D,"I bet nobody is faster than I am 
now! But, I don't know if I 
should be happy or sad....","¡Apuesto a que nadie es más rápido
que yo ahora! Pero, no sé si
debería estar feliz o triste...",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x204E,"Z Z Z Z Z Z Z Z Z Z Z Z Z...
S-stop that song...I...I...
Mumble... mumble...","Z Z Z Z Z Z Z Z Z Z Z Z Z...
¡D-deja esa canción!... Yo... yo...
Mumble... mumble...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x204F,"Take a good look at that 
mountain. That is Death Mountain,
home of the Gorons. They hold
the Spiritual Stone of Fire.","Mira bien esa montaña.
Ese es el Monte Muerte,
lar de los Gorons. Guardan
la Piedra Espiritual del Fuego.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2050,"Please keep it secret from 
Mr. Ingo that I sing this song...","Por favor, no le digas al
señor Ingo que yo canto esta canción...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2051,"You...
Do you know my mother's song?
--- PAGE ---
Everyone really liked that song...
My dad... Even Mr. Ingo...
--- PAGE ---
But...since Ganondorf appeared,
Mr. Ingo has changed completely.
--- PAGE ---
I can remember the good old days
only while I sing the song. Also...","Tú...
¿Conoces la canción de mi mamá?
--- PAGE ---
A todos les encantaba esa canción...
Mi papá... ¡Hasta el señor Ingo!
--- PAGE ---
Pero... desde que apareció Ganondorf,
el señor Ingo ha cambiado por completo.
--- PAGE ---
Solo puedo recordar los buenos viejos
tiempos mientras canto la canción. También...",NPC_DIALOGUE,MEDIUM_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2052,"Epona really liked that song...
Only I could tame that horse...
Even Mr. Ingo had a hard time...
--- PAGE ---
Hee hee hee!","¡A Epona le encantaba esa canción!
Solo yo podía domar a ese caballo...
¡Hasta el señor Ingo le costaba!
--- PAGE ---
¡Je je je!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2053,"This statue's one-eyed gaze 
pierces into your mind...","La mirada de un ojo de esta estatua
penetra en tu mente...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x2054,"Responding to your mask, this 
strange stone statue talks to 
you...
--- PAGE ---
I overheard this...","Esta extraña estatua de piedra
responde a tu máscara y
habla contigo...
--- PAGE ---
Escuché esto...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
